employee_id,review_date,review_type,reviewer_id,technical_score,communication_score,leadership_score,initiative_score,teamwork_score,quality_score,comments
1866,2024-03-06,quarterly,2007,4.1,4.2,4.3,3.8,3.6,3.5,Cultural soon range Mr case modern gun bring.
1867,2024-08-17,quarterly,2010,4.4,4.8,3.5,4.4,4.4,4.6,Course loss risk paper worry bed there.
1867,2024-02-20,quarterly,2005,4.5,4.1,3.5,3.8,3.7,4.6,Spend parent around skill per task scientist.
1867,2024-12-01,quarterly,2010,4.8,3.8,4.3,4.2,4.8,3.5,Student could western lawyer.
1867,2024-02-09,quarterly,2003,5.0,4.8,4.5,3.8,4.2,3.9,Buy team half away.
1868,2024-01-17,quarterly,2003,4.1,4.8,4.0,3.9,4.7,4.9,Together room him step spring.
1868,2024-10-07,quarterly,2006,4.2,4.0,3.6,3.8,3.5,4.0,Indicate consumer along hospital interesting.
1868,2024-03-25,quarterly,2009,3.8,3.9,4.3,3.1,3.8,3.9,Society own world good miss explain rule himself.
1868,2024-05-05,quarterly,2005,4.8,4.5,3.7,3.8,4.3,4.9,Purpose before everybody dog poor.
1869,2024-05-01,quarterly,2002,4.4,3.5,3.9,3.6,4.4,3.8,War other money exist pull thus.
1869,2024-01-24,quarterly,2010,4.1,3.7,3.7,4.0,3.7,4.1,This more couple way.
1869,2024-01-20,quarterly,2004,3.6,3.8,3.5,4.4,3.7,3.8,Evidence address western outside scene east contain.
1869,2024-01-22,quarterly,2010,4.6,5.0,4.4,4.0,4.2,4.3,Policy think part letter cause establish few skin.
1870,2024-02-03,quarterly,2001,3.7,4.9,4.4,4.3,3.7,4.3,Trade activity machine.
1870,2024-09-16,quarterly,2002,4.8,4.2,4.0,3.0,3.7,3.9,Community question reflect drop up series major.
1870,2024-09-01,quarterly,2001,3.7,4.1,4.1,3.4,4.2,4.7,Majority great either huge join.
1870,2024-06-21,quarterly,2004,3.9,5.0,4.3,3.4,3.9,3.6,Live different fly newspaper blood life.
1871,2024-02-07,quarterly,2004,3.8,3.9,4.1,4.2,4.1,4.5,Training image black through.
1871,2024-04-05,quarterly,2007,4.9,4.8,4.0,4.3,4.1,4.2,Describe sign seat camera entire leg anything catch.
1871,2024-01-27,quarterly,2005,4.2,4.5,3.2,3.1,4.9,3.6,Arrive politics debate effort take PM.
1871,2024-08-09,quarterly,2001,3.9,4.3,3.8,3.4,4.2,4.3,Join line take.
1872,2024-07-28,quarterly,2007,3.5,3.6,3.8,3.7,4.2,4.4,Popular form Congress explain land country relate strategy.
1872,2024-01-28,quarterly,2006,4.5,3.8,4.4,4.4,3.7,4.0,Owner page analysis last.
1872,2024-02-13,quarterly,2010,3.8,4.4,3.2,3.2,4.8,4.2,Body worry get drug recent guy left turn.
1872,2024-04-21,quarterly,2008,4.7,4.2,3.4,3.7,4.0,3.7,Base school instead pull.
1873,2024-03-09,quarterly,2002,4.5,4.3,4.3,3.3,3.6,4.9,Street relationship task.
1873,2024-10-07,quarterly,2009,4.0,5.0,3.3,3.6,4.3,4.4,Our animal response street couple economy.
1873,2024-03-24,quarterly,2007,4.6,4.3,3.8,3.8,3.9,4.7,Environment economy statement see nor some.
1873,2024-08-16,quarterly,2001,4.6,4.7,3.4,3.5,4.5,4.5,Education choose set type.
1874,2024-01-03,quarterly,2010,4.7,3.9,4.0,4.2,4.0,4.6,Argue picture close threat kid response dream church.
1874,2024-07-16,quarterly,2001,4.8,4.4,4.4,4.2,4.5,3.8,Suggest medical think.
1874,2024-06-22,quarterly,2006,3.9,4.5,3.1,4.5,4.9,4.0,Floor lot argue trouble could seek design.
1874,2024-01-06,quarterly,2002,4.8,4.6,4.1,3.7,4.9,4.1,Onto tonight program.
1875,2024-03-23,quarterly,2008,4.5,4.3,4.2,3.8,4.6,4.3,Garden room interest whatever.
1875,2024-12-27,quarterly,2007,3.8,4.1,4.4,4.3,4.8,4.0,Those exist hard including look need finally.
1875,2024-06-28,quarterly,2005,4.7,4.0,4.2,3.2,5.0,3.7,Drop ever inside.
1875,2024-03-25,quarterly,2009,4.0,4.2,3.3,3.9,4.9,3.6,Contain expert her possible will.
1876,2024-09-17,quarterly,2010,3.9,3.8,3.7,3.6,4.1,3.8,Talk more voice side free security.
1876,2024-10-12,quarterly,2010,4.1,4.7,3.4,4.4,4.9,4.8,Four letter manager finish write.
1876,2024-01-27,quarterly,2008,4.4,4.6,3.8,3.9,4.7,4.7,Hand skin successful matter notice hit region.
1876,2024-08-07,quarterly,2001,3.6,4.6,3.2,4.2,3.6,3.9,Tree impact smile actually size policy.
1877,2024-10-25,quarterly,2009,4.7,4.5,3.9,3.6,4.0,4.0,Relate language fire consumer successful.
1877,2024-10-13,quarterly,2006,4.4,3.7,4.3,4.2,4.6,4.3,Middle PM because nor contain.
1877,2024-12-10,quarterly,2007,4.2,4.4,4.2,4.5,3.5,4.3,For run full lose.
1877,2024-08-16,quarterly,2001,4.6,4.4,3.5,4.0,4.9,3.9,Stuff cup political discover however and.
1878,2024-01-28,quarterly,2003,4.2,4.5,4.0,4.3,4.6,4.4,Century involve degree continue suffer.
1878,2024-01-18,quarterly,2007,4.1,4.6,3.2,3.4,4.3,4.8,Back so choice opportunity central administration single.
1878,2024-05-20,quarterly,2006,3.7,3.7,3.7,4.1,3.6,4.5,Find without couple check.
1878,2024-08-23,quarterly,2005,3.8,4.9,3.5,4.4,4.2,4.5,Allow respond purpose want figure hour.
1879,2024-02-21,quarterly,2008,4.2,3.8,4.4,4.2,3.7,4.7,Employee leave it position option foreign owner.
1879,2024-12-23,quarterly,2006,4.3,4.2,3.1,4.0,3.5,4.6,Life value process prevent seem idea reach.
1879,2024-01-10,quarterly,2010,4.2,3.6,3.0,4.4,3.6,4.8,Week just choose.
1879,2024-04-27,quarterly,2003,4.8,3.5,4.2,3.1,4.5,4.4,Issue hot parent reach develop upon.
1880,2024-11-14,quarterly,2001,4.2,3.9,3.6,4.3,5.0,4.4,Quite north finally.
1880,2024-07-20,quarterly,2008,4.7,3.9,3.2,4.3,4.9,3.6,Measure these sea town administration force.
1880,2024-08-12,quarterly,2002,4.6,3.8,4.2,3.6,4.1,4.5,Free plan close live.
1880,2024-03-12,quarterly,2004,4.7,4.6,3.3,3.5,3.8,4.9,Herself seem chair southern sing force.
1881,2024-10-12,quarterly,2010,4.1,3.7,3.5,3.8,4.6,4.8,Maintain place fight still.
1881,2024-06-09,quarterly,2008,3.8,4.6,3.7,3.8,3.6,3.6,Star paper close which road establish computer.
1881,2024-10-30,quarterly,2008,3.8,4.5,4.0,3.4,4.2,4.1,Education edge there involve huge.
1881,2024-01-18,quarterly,2007,4.6,4.9,3.1,4.0,3.6,4.4,Beyond what outside season beautiful answer.
1882,2024-05-26,quarterly,2010,3.8,4.1,4.4,3.2,4.4,3.8,How maybe nature serious second receive what.
1882,2024-08-27,quarterly,2008,4.0,4.5,3.4,3.9,4.6,4.4,Even economy thus effort.
1882,2024-01-08,quarterly,2002,4.4,4.8,3.6,4.5,3.8,3.5,Quite someone practice training growth.
1882,2024-07-21,quarterly,2007,3.8,3.7,4.4,4.2,3.6,4.5,Perform food son director feel another.
1883,2024-08-06,quarterly,2007,3.9,4.2,3.7,4.1,4.9,4.6,Direction pretty than name name building often.
1883,2024-03-15,quarterly,2001,4.8,4.8,3.8,3.1,4.6,4.0,Light one source population so.
1883,2024-03-20,quarterly,2004,4.8,4.5,3.7,3.9,4.5,3.9,Whole own size place particular southern before.
1883,2024-09-18,quarterly,2007,4.0,3.7,4.4,4.3,4.6,4.4,Civil son baby Democrat.
1884,2024-07-13,quarterly,2010,4.6,4.1,3.7,4.0,4.0,3.9,Congress accept check oil hair democratic.
1884,2024-12-26,quarterly,2010,4.4,4.7,3.7,4.5,4.5,4.9,Drug step PM rate quickly.
1884,2024-04-23,quarterly,2007,4.4,4.4,3.1,3.4,4.3,5.0,Order concern collection.
1884,2024-01-18,quarterly,2008,3.5,4.5,3.9,3.3,4.5,3.7,Each near trip low.
1885,2024-01-14,quarterly,2003,4.1,4.4,3.7,3.4,3.5,3.6,Consumer girl adult summer.
1885,2024-04-05,quarterly,2007,4.6,4.8,3.4,3.5,4.2,4.5,Production lead player human.
1885,2024-08-11,quarterly,2010,5.0,4.3,3.3,3.9,4.1,4.6,Account accept black.
1885,2024-08-13,quarterly,2006,4.7,4.6,3.7,4.0,4.9,4.0,Week heavy garden where.
1886,2024-03-23,quarterly,2010,3.7,3.8,3.6,4.3,4.5,4.0,Voice sure morning either.
1886,2024-03-25,quarterly,2008,4.5,4.8,4.3,3.3,4.7,3.7,Travel loss head authority expect manage itself.
1886,2024-02-14,quarterly,2003,4.3,4.8,3.3,4.4,4.7,4.0,Let phone today ready.
1886,2024-06-24,quarterly,2003,4.3,4.2,3.9,3.2,4.6,3.8,Card cell whose.
1887,2024-12-17,quarterly,2010,4.5,4.0,4.4,3.6,4.5,4.8,Such apply perhaps.
1887,2024-09-12,quarterly,2008,3.9,3.9,3.5,3.1,4.5,4.8,Act thank value dark phone nothing box.
1887,2024-11-21,quarterly,2004,3.7,3.5,4.4,4.5,4.9,4.6,Cold herself race agent technology.
1887,2024-12-04,quarterly,2001,4.3,3.6,3.8,3.5,4.6,4.7,Concern recently national catch save.
1888,2024-05-16,quarterly,2006,4.6,4.6,3.5,3.2,3.5,4.3,Represent his guess pretty.
1888,2024-01-17,quarterly,2002,3.5,4.9,3.8,4.0,4.1,4.4,Because born job nor.
1888,2024-10-08,quarterly,2005,3.9,4.2,3.9,3.7,4.7,4.6,Close west seat cold hit.
1888,2024-09-20,quarterly,2007,4.1,4.7,4.2,3.4,4.6,3.9,Big serious husband.
1889,2024-07-15,quarterly,2004,3.9,4.7,3.7,4.1,4.1,3.8,Both item type some.
1889,2024-10-15,quarterly,2008,4.4,4.8,3.2,4.3,4.5,4.9,In career our conference benefit country however.
1889,2024-04-09,quarterly,2003,4.3,4.4,3.1,3.0,3.8,3.9,It doctor administration commercial.
1889,2024-08-26,quarterly,2009,4.8,4.2,3.4,3.5,4.0,3.7,Federal low southern wall decade tax executive.
1890,2024-09-18,quarterly,2010,3.9,4.0,4.0,3.4,3.7,4.1,Guess culture part.
1890,2024-04-19,quarterly,2010,4.2,4.9,3.8,3.2,3.6,4.0,Art garden language somebody.
1890,2024-01-02,quarterly,2010,4.2,3.9,4.5,3.6,4.4,4.6,Else floor natural include majority artist site.
1890,2024-07-14,quarterly,2006,4.4,4.4,3.1,4.1,4.2,4.6,Job particular anyone according pretty.
1891,2024-03-29,quarterly,2007,4.2,3.8,3.7,3.8,4.0,4.2,Practice hotel process.
1891,2024-11-18,quarterly,2005,4.3,4.4,4.0,4.4,4.8,4.2,Fund member focus.
1891,2024-10-05,quarterly,2004,3.7,4.4,3.8,4.4,3.9,4.7,Base total kind.
1891,2024-06-25,quarterly,2010,4.9,3.6,3.7,4.3,4.0,4.0,Word drug rise nature north brother ready traditional.
1892,2024-02-20,quarterly,2005,4.2,4.2,3.4,4.0,3.6,3.8,Guess bed citizen.
1892,2024-11-16,quarterly,2005,4.3,4.2,3.6,4.2,4.7,4.9,Eight interview crime himself all.
1892,2024-12-10,quarterly,2002,4.9,4.6,4.2,3.7,4.1,4.4,Others hair condition among fire at light require.
1892,2024-04-16,quarterly,2009,4.8,3.8,4.1,4.2,3.6,4.7,Soon rest leave property even goal speech.
1893,2024-06-19,quarterly,2001,4.0,3.5,3.4,4.1,4.2,4.1,Itself member if crime price clear western.
1893,2024-11-04,quarterly,2009,4.0,3.5,4.1,3.1,3.8,4.0,Stop language produce agent play.
1893,2024-07-29,quarterly,2003,3.9,3.7,4.0,4.3,3.7,3.7,Vote my price build.
1893,2024-01-25,quarterly,2010,3.9,4.9,4.4,4.2,4.6,4.0,Between send suddenly start.
1894,2024-05-10,quarterly,2004,4.1,4.7,4.3,3.6,4.9,4.0,Matter receive let indicate author team.
1894,2024-02-20,quarterly,2010,4.5,3.5,3.6,4.2,4.3,4.6,North scene benefit although check.
1894,2024-02-06,quarterly,2002,4.4,4.9,3.8,3.8,4.6,4.0,Instead former use low way serve always.
1894,2024-12-09,quarterly,2008,4.3,4.8,3.2,4.1,4.2,3.8,Program new edge world.
1895,2024-03-30,quarterly,2007,3.9,4.4,3.7,3.3,4.5,4.3,Laugh them key price follow.
1895,2024-03-14,quarterly,2004,4.8,4.8,3.6,3.9,4.5,5.0,Arrive true player popular.
1895,2024-03-11,quarterly,2009,4.7,4.9,4.5,4.2,4.6,4.5,Environmental nor listen dog remember material without.
1895,2024-03-07,quarterly,2005,3.9,4.0,3.1,4.1,4.4,3.7,Part wear Democrat right red through phone clear.
1896,2024-12-15,quarterly,2010,4.8,4.6,4.5,4.1,4.5,3.5,Air spring drug me program.
1896,2024-03-16,quarterly,2008,4.4,4.6,4.0,3.2,4.0,4.2,Son final himself move entire quality eat newspaper.
1896,2024-05-03,quarterly,2003,4.0,4.1,3.0,3.9,4.5,4.6,Somebody get report owner network need.
1896,2024-09-13,quarterly,2007,4.2,3.6,3.7,3.3,4.3,4.7,If smile choose eat wind term store.
1897,2024-11-28,quarterly,2008,3.7,4.7,3.5,3.1,4.8,4.7,Time voice piece argue bit.
1897,2024-06-13,quarterly,2009,4.2,3.6,3.8,3.8,3.5,4.0,Early single bring reality card.
1897,2024-05-25,quarterly,2006,4.6,4.5,4.2,3.5,4.6,4.0,Ready eight ready gas win indeed.
1897,2024-06-04,quarterly,2008,3.7,4.3,4.3,4.4,3.5,4.2,Son month information thought.
1898,2024-03-16,quarterly,2001,4.0,4.7,4.3,3.6,4.1,3.8,Least exist entire guy respond science.
1898,2024-12-09,quarterly,2003,4.3,4.0,3.8,3.8,4.7,4.7,Data that value base black.
1898,2024-05-11,quarterly,2003,4.2,4.9,4.4,3.3,4.4,4.7,Threat enter yard forward political.
1898,2024-03-05,quarterly,2003,3.7,5.0,4.1,3.3,3.6,4.2,Place mother federal task.
1899,2024-10-25,quarterly,2008,3.9,4.8,3.6,3.3,3.6,4.9,Her media tonight avoid perhaps.
1899,2024-02-17,quarterly,2006,4.3,3.6,3.8,4.0,4.3,5.0,Event make particular top produce explain.
1899,2024-08-15,quarterly,2007,4.7,4.6,4.4,3.6,3.7,4.3,There wrong community kid daughter Democrat traditional peace.
1899,2024-12-08,quarterly,2007,4.0,4.1,4.4,3.7,4.1,4.9,Hear population speech growth take article firm.
1900,2024-02-16,quarterly,2010,4.0,4.7,4.1,4.1,4.0,3.7,Happy want away more task.
1900,2024-07-05,quarterly,2001,4.0,4.6,4.0,4.3,4.2,4.5,Concern reach doctor fund letter thousand commercial.
1900,2024-05-05,quarterly,2006,5.0,3.9,3.3,4.0,4.7,4.3,Young agent me cell identify.
1900,2024-04-26,quarterly,2010,4.6,4.3,3.0,3.8,4.0,4.0,Sea movement quite without vote.
1901,2024-04-29,quarterly,2008,3.7,4.0,3.8,4.1,4.7,4.4,Seat write player TV place.
1901,2024-01-06,quarterly,2001,4.3,3.7,4.4,3.0,3.9,4.1,Inside sea home rise help ten.
1901,2024-08-31,quarterly,2008,4.6,4.9,3.5,3.4,4.1,3.5,Drug knowledge finally bill speech sometimes.
1901,2024-11-05,quarterly,2002,4.1,4.5,3.2,3.5,4.1,4.1,Million make what pick.
1902,2024-05-29,quarterly,2007,3.6,4.5,3.0,3.4,4.5,4.0,Across back significant just glass across.
1902,2024-02-11,quarterly,2001,3.6,4.7,3.5,3.5,4.9,4.3,Five catch yard bank.
1902,2024-01-18,quarterly,2003,3.7,4.2,3.6,4.3,4.4,3.6,Travel seven cost.
1902,2024-07-05,quarterly,2007,4.0,4.7,3.9,3.5,4.5,4.6,Newspaper specific must smile.
1903,2024-11-30,quarterly,2009,4.9,4.9,3.3,4.0,3.8,3.8,While police both common never thousand enough.
1903,2024-09-29,quarterly,2005,4.2,4.8,3.5,3.5,4.3,4.6,Nature cell already left house herself page PM.
1903,2024-06-24,quarterly,2008,3.6,4.6,3.4,3.1,4.6,3.9,Themselves clearly use positive experience everything especially.
1903,2024-04-09,quarterly,2003,3.9,4.5,4.3,3.9,4.7,4.1,Add little success college relationship mouth.
1904,2024-06-13,quarterly,2004,4.5,3.6,3.1,3.1,4.0,4.4,Responsibility government happy million.
1904,2024-12-25,quarterly,2009,3.5,4.6,4.3,4.1,4.8,4.3,Science remember outside lead food like.
1904,2024-06-18,quarterly,2007,4.2,3.7,3.5,3.5,4.5,4.1,Time today reduce participant color.
1904,2024-03-30,quarterly,2008,3.6,4.4,4.4,3.3,4.2,3.5,Future material offer.
1905,2024-09-13,quarterly,2010,4.3,3.7,3.6,3.6,4.3,4.3,Political support decade kitchen administration find personal American.
1905,2024-08-15,quarterly,2004,4.8,3.8,3.9,3.4,4.4,4.5,Painting role movement first sign.
1905,2024-11-13,quarterly,2009,3.6,3.6,3.6,3.5,4.9,4.1,Now window game speak score.
1905,2024-12-05,quarterly,2003,4.1,3.8,3.2,3.5,4.1,3.7,Most should plan people.
1906,2024-05-28,quarterly,2007,4.4,4.2,3.3,4.3,4.7,4.9,Respond take industry ground put trade.
1906,2024-06-01,quarterly,2010,4.0,4.2,4.1,3.9,4.0,3.9,Trade force bank.
1906,2024-03-07,quarterly,2001,4.3,4.4,4.0,3.9,4.2,4.2,Arm matter can close.
1906,2024-02-23,quarterly,2004,4.5,3.6,3.5,3.7,4.9,3.6,Financial pretty trip money theory candidate.
1907,2024-04-17,quarterly,2005,3.8,4.9,4.2,3.4,4.9,3.9,Old article give skill plan focus.
1907,2024-05-25,quarterly,2002,4.8,4.0,4.3,3.4,3.7,3.8,From song political like law.
1907,2024-10-10,quarterly,2005,3.9,4.0,4.0,4.1,3.7,4.9,Former statement reveal individual radio guy similar learn.
1907,2024-03-27,quarterly,2007,4.6,3.9,4.5,3.4,4.5,4.8,Then edge speech sometimes good turn choice.
1908,2024-01-30,quarterly,2002,4.8,4.9,4.2,3.8,3.9,4.3,Color former stand nearly.
1908,2024-04-22,quarterly,2007,3.7,4.4,4.2,4.2,4.2,4.4,Leader or policy bank man foot.
1908,2024-03-06,quarterly,2006,4.6,4.0,3.3,3.7,4.1,4.6,System open play compare.
1908,2024-04-16,quarterly,2008,3.9,4.5,3.5,3.4,4.6,3.9,Rate suggest into theory decade person many.
1909,2024-09-20,quarterly,2003,4.2,3.7,3.5,3.4,4.0,4.0,Wear nor apply art difference military especially join.
1909,2024-01-23,quarterly,2002,4.3,3.7,4.4,4.1,4.7,3.8,Energy bed now bank can century nor.
1909,2024-05-04,quarterly,2005,4.9,4.8,3.5,3.1,3.5,4.5,Threat determine reason future religious cut walk.
1909,2024-12-04,quarterly,2005,4.9,4.8,3.9,4.2,4.8,4.0,Heart easy claim expect audience capital its.
1910,2024-03-06,quarterly,2006,4.1,4.3,4.0,3.8,3.9,4.8,Even memory cell.
1910,2024-06-03,quarterly,2003,4.5,4.2,3.7,3.2,3.8,4.0,Daughter those baby money marriage.
1910,2024-07-11,quarterly,2003,4.5,3.8,3.8,3.2,4.7,3.7,Large miss practice top you.
1910,2024-12-12,quarterly,2008,3.7,3.9,3.2,3.6,4.2,4.9,Probably reality American bill west.
1911,2024-01-26,quarterly,2007,4.2,4.2,3.9,4.4,4.7,4.8,Be this his yeah dark stock sound.
1911,2024-03-30,quarterly,2010,4.5,3.9,3.6,4.5,4.5,4.2,Mean health example more.
1911,2024-04-27,quarterly,2005,4.4,3.7,3.9,3.4,4.4,4.7,Information source involve professor quality.
1911,2024-09-01,quarterly,2004,4.1,4.0,4.3,3.2,4.8,4.6,Truth beautiful likely network answer citizen training all.
1912,2024-04-03,quarterly,2007,4.1,3.9,4.2,4.4,3.5,4.5,Magazine with use material leader less.
1912,2024-04-03,quarterly,2004,4.1,4.1,3.7,3.8,4.6,3.5,Garden west help ground federal pay.
1912,2024-01-23,quarterly,2002,4.1,4.9,4.1,3.3,3.7,4.2,Economic while book former team.
1912,2024-04-07,quarterly,2001,4.0,4.0,4.4,3.8,4.3,3.8,Group school book top cause.
1913,2024-08-30,quarterly,2002,4.5,4.7,4.0,4.3,3.6,3.5,Off he dog any peace.
1913,2024-10-18,quarterly,2007,4.1,4.3,3.0,3.4,3.7,3.6,Court economic present these.
1913,2024-03-20,quarterly,2002,4.8,3.8,3.8,4.0,4.9,4.5,Quickly work find pressure fire section.
1913,2024-01-12,quarterly,2006,4.9,3.6,3.5,4.2,4.5,3.9,Age heavy admit catch somebody add key.
1914,2024-10-05,quarterly,2008,4.3,3.6,3.7,3.4,3.6,4.0,Floor yourself second father.
1914,2024-11-12,quarterly,2002,3.5,4.1,3.6,3.8,4.8,3.9,Local church usually toward information experience worker.
1914,2024-10-12,quarterly,2007,4.0,3.9,3.1,3.2,4.9,4.5,Produce law these through law.
1914,2024-01-22,quarterly,2003,4.0,4.9,3.8,3.9,3.7,4.9,On approach note stay.
1915,2024-12-22,quarterly,2006,3.7,4.7,4.5,3.2,4.9,4.1,General project citizen scientist.
1915,2024-10-27,quarterly,2002,4.9,4.7,3.5,4.4,3.7,3.6,Medical deal left born hear Congress.
1915,2024-04-12,quarterly,2005,3.5,4.0,3.7,3.9,4.4,4.9,Worry nice thus option three responsibility west.
1915,2024-04-26,quarterly,2001,4.1,4.6,4.3,3.1,4.3,4.4,Group bar quickly free old see red everybody.
1916,2024-11-20,quarterly,2006,3.8,4.9,3.8,3.6,4.1,5.0,Prevent fall fear edge focus draw.
1916,2024-08-14,quarterly,2004,4.1,3.6,3.6,4.4,4.5,3.7,Air authority have.
1916,2024-04-27,quarterly,2005,3.6,4.9,3.7,3.3,4.3,5.0,Within these scene heart.
1916,2024-07-28,quarterly,2002,4.9,4.6,3.9,3.3,3.5,4.8,Form management act attorney onto seven.
1917,2024-08-20,quarterly,2003,3.5,3.6,4.3,4.1,4.1,4.1,Share by range heart voice security.
1917,2024-08-27,quarterly,2001,4.2,4.4,4.5,4.4,4.2,4.3,Interest century politics gas and.
1917,2024-02-19,quarterly,2006,4.8,4.2,3.8,3.8,4.3,3.8,Recently arm reality program left too allow.
1917,2024-09-03,quarterly,2004,3.8,3.8,3.2,3.5,3.8,4.4,Drop red interest pull black best professional.
1918,2024-01-05,quarterly,2004,3.8,4.4,4.0,3.3,4.7,3.9,Onto camera rate because those glass food.
1918,2024-03-09,quarterly,2002,3.9,4.5,4.0,3.8,4.9,4.8,Generation positive response represent project cut by.
1918,2024-08-06,quarterly,2008,4.7,4.1,3.4,3.1,4.3,4.7,Majority tonight full bed great appear.
1918,2024-12-18,quarterly,2006,4.4,4.2,3.1,3.7,4.4,4.7,Minute meet girl sea body foot.
1919,2024-11-20,quarterly,2003,4.6,3.9,3.6,3.6,5.0,4.8,Quality ball instead nice old feeling.
1919,2024-01-17,quarterly,2004,4.2,4.0,4.5,4.0,4.5,3.9,Dream various dream economy police game third.
1919,2024-05-01,quarterly,2006,4.3,4.3,3.5,3.0,4.6,4.6,Receive bring trade despite.
1919,2024-08-15,quarterly,2001,4.4,3.6,3.3,3.7,3.7,4.4,Indeed could capital trade use member.
1920,2024-05-24,quarterly,2002,4.7,4.6,4.5,4.1,3.5,3.8,Parent attack campaign we political involve.
1920,2024-08-08,quarterly,2004,3.7,4.6,4.0,3.9,3.9,3.7,Suffer throughout newspaper service theory often network.
1920,2024-07-23,quarterly,2002,4.0,3.5,4.3,4.0,5.0,4.9,Number still physical wrong science be interesting.
1920,2024-03-28,quarterly,2006,3.8,4.8,3.7,4.5,4.7,4.1,Girl manager anything remember.
1921,2024-05-30,quarterly,2010,3.8,5.0,4.1,3.2,4.1,4.8,Themselves writer Congress girl nor bad economy.
1921,2024-04-01,quarterly,2004,3.8,4.1,3.4,4.4,4.9,3.8,Wait care example.
1921,2024-08-15,quarterly,2001,3.6,3.6,3.7,3.9,4.4,4.0,Book hospital win.
1921,2024-10-19,quarterly,2005,3.6,4.6,3.9,4.0,4.0,4.3,Bed stay television during you prepare student guy.
1922,2024-05-14,quarterly,2010,4.8,3.5,4.3,4.1,4.0,4.7,Speech above small community activity.
1922,2024-03-14,quarterly,2004,4.5,3.7,3.6,3.3,4.4,3.6,Individual deal say make health per.
1922,2024-04-22,quarterly,2007,3.9,3.8,3.2,4.0,3.5,4.6,Short minute song ability.
1922,2024-04-25,quarterly,2009,4.7,4.1,4.5,3.1,4.1,4.6,Study report describe.
1923,2024-10-16,quarterly,2001,3.8,4.4,4.5,3.5,4.2,4.2,Light adult sell final.
1923,2024-07-22,quarterly,2002,4.5,4.4,3.6,3.1,4.0,3.7,Remember fight reason herself.
1923,2024-10-17,quarterly,2008,4.8,4.4,3.9,4.3,4.5,4.5,Camera right skin stuff ball news.
1923,2024-09-25,quarterly,2006,3.7,5.0,3.5,3.7,4.9,4.4,Actually drug wish about.
1924,2024-11-23,quarterly,2009,4.4,4.6,3.6,4.1,4.8,3.6,Tax pull rest forget program including.
1924,2024-02-23,quarterly,2002,4.0,4.9,3.1,3.4,4.6,3.7,No customer power professor.
1924,2024-01-25,quarterly,2005,4.6,4.3,4.5,4.3,4.9,4.2,Behind us maybe bad.
1924,2024-07-07,quarterly,2002,4.9,4.9,3.7,4.4,4.2,4.8,Air vote point interest hotel hot result pattern.
1925,2024-07-05,quarterly,2005,3.6,4.8,3.0,3.6,4.4,4.0,Medical practice citizen weight.
1925,2024-05-06,quarterly,2006,4.5,4.3,3.7,4.2,3.8,3.5,Middle from court with man any community professional.
1925,2024-04-17,quarterly,2002,4.5,4.7,4.4,3.6,4.9,4.2,Strategy make despite.
1925,2024-09-02,quarterly,2007,3.7,4.5,3.1,3.2,3.7,3.8,Program blue cut report science.
1926,2024-02-18,quarterly,2004,4.8,4.5,3.8,4.2,3.6,3.7,Well form later better place answer south.
1926,2024-10-31,quarterly,2004,4.9,4.2,3.6,4.4,4.1,3.5,Approach idea lawyer article smile.
1926,2024-02-18,quarterly,2002,4.4,4.5,4.3,4.4,4.9,3.9,Form exist take factor my authority.
1926,2024-05-18,quarterly,2003,4.7,4.6,4.1,4.3,4.3,4.9,Son outside measure medical.
1927,2024-12-15,quarterly,2005,3.6,4.1,3.4,3.4,4.5,4.0,Training trade available building.
1927,2024-08-16,quarterly,2002,4.8,3.9,4.5,3.5,3.9,4.1,Kid including off early rise impact goal.
1927,2024-06-09,quarterly,2007,3.7,4.9,3.8,3.2,4.9,3.6,Case total coach card water seem.
1927,2024-02-12,quarterly,2007,4.8,4.8,3.2,3.1,3.6,4.9,Pretty prevent remain nor sport threat whatever.
1928,2024-08-06,quarterly,2005,4.1,3.8,4.2,4.4,4.7,3.6,No enjoy single couple system.
1928,2024-11-12,quarterly,2006,4.4,3.9,4.4,3.6,4.0,3.6,Science floor lose speak important.
1928,2024-06-02,quarterly,2008,3.9,3.9,3.3,4.4,3.6,4.1,Return down my such.
1928,2024-05-13,quarterly,2005,4.4,4.0,3.6,4.2,4.5,3.9,Future since what trouble religious old bed happen.
1929,2024-05-14,quarterly,2002,4.5,3.8,4.5,4.4,3.7,3.8,Seat middle center decade recent win.
1929,2024-10-31,quarterly,2005,4.5,4.6,4.2,3.9,4.6,3.5,Where series series himself address bring.
1929,2024-10-29,quarterly,2008,4.3,4.8,3.1,3.7,4.1,4.8,Beautiful PM air him no.
1929,2024-05-07,quarterly,2006,4.2,4.1,3.2,4.2,4.3,5.0,Important relationship manage among very.
1930,2024-02-22,quarterly,2005,3.7,4.5,4.0,4.5,4.5,4.2,Protect ahead teach.
1930,2024-03-27,quarterly,2008,3.9,3.9,3.3,4.5,4.7,4.8,Nearly near want citizen serve.
1930,2024-08-12,quarterly,2008,3.9,4.6,3.7,3.1,4.1,4.7,Interview system investment detail clearly admit positive difference.
1930,2024-10-27,quarterly,2003,4.8,4.0,3.4,4.0,4.8,4.2,Me would heart inside a.
1931,2024-09-05,quarterly,2006,3.6,5.0,4.2,3.3,3.5,4.9,Often recent girl process.
